3.01.01.32-8;Enxerto de mucosa;5B;–;1;2
3.01.01.33-6;Enxerto de pele (homoenxerto inclusive);5B;–;2;2
3.01.01.34-4;Enxerto de pele múltiplo – por unidade topográfica (UT);5B;–;2;2
3.01.01.35-2;Epilação por eletrólise (por sessão);2A;–;–;0
3.01.01.36-0;Escalpo parcial – tratamento cirúrgico;6A;–;2;4
3.01.01.37-9;Escalpo total – tratamento cirúrgico;9B;–;2;5
3.01.01.38-7;"Escarectomia descompressiva – (pele e estruturas profundas) –
por unidade topográfica (UT)";3B;–;–;2
3.01.01.39-5;Esfoliação química média (por sessão);3C;–;–;0
3.01.01.40-9;Esfoliação química profunda (por sessão);4A;–;–;0
3.01.01.41-7;Esfoliação química superficial (por sessão);3A;–;–;0
3.01.01.42-5;Exérese de higroma cístico;9A;–;1;3
3.01.01.43-3;Exérese de higroma cístico no RN e lactente;11C;–;2;5
3.01.01.46-8;Exérese de lesão/tumor de pele e mucosas;3C;–;1;0
3.01.01.44-1;Exérese de lesão com autoenxertia;5C;–;1;2
3.01.01.47-6;Exérese de tumor e rotação de retalho músculo-cutâneo;5B;–;1;2
3.01.01.48-4;Exérese de unha;2B;–;–;0
3.01.01.92-1;Exérese e sutura de hemangioma, linfangioma ou nevus (por grupo de até 5 lesões);3B;–;1;0
3.01.01.45-0;Exérese e sutura de lesões (circulares ou não) com rotação de retalhos cutâneos;5A;–;1;2
3.01.01.49-2;Exérese e sutura simples de pequenas lesões (por grupo de até 5 lesões);3B;–;–;0
3.01.01.50-6;Exérese tangencial (shaving) – (por grupo de até 5 lesões);2C;–;–;2
3.01.01.51-4;Expansão tissular (por sessão);1C;–;–;2
3.01.01.52-2;Extensos ferimentos, cicatrizes ou tumores – excisão e retalhos cutâneos da região;8B;–;1;3
3.01.01.53-0;Extensos ferimentos, cicatrizes ou tumores – exérese e emprego de retalhos cutâneos ou musculares cruzados (por estágio);9B;–;1;4
3.01.01.54-9;Extensos ferimentos, cicatrizes ou tumores – exérese e retalhos cutâneos a distância;9B;–;1;4
3.01.01.55-7;Extensos ferimentos, cicatrizes ou tumores – exérese e rotação de retalho fasciocutâneo ou axial;9B;–;1;4
3.01.01.56-5;Extensos ferimentos, cicatrizes ou tumores – exérese e rotação de retalhos miocutâneos;9A;–;1;4
3.01.01.57-3;Extensos ferimentos, cicatrizes ou tumores – exérese e rotação de retalhos musculares;9A;–;1;4
3.01.01.58-1;Extensos ferimentos, cicatrizes ou tumores – exérese e enxerto cutâneo;8A;–;1;3
3.01.01.59-0;Face – biópsia;3B;–;–;0
3.01.01.60-3;Ferimentos infectados e mordidas de animais (desbridamento);2B;–;1;2
3.01.01.62-0;Incisão e drenagem de abscesso, hematoma ou panarício;2B;–;–;0
3.01.01.63-8;Incisão e drenagem de flegmão;3A;–;–;0
3.01.01.61-1;Incisão e drenagem de tenossinovites purulentas;3B;–;1;2
3.01.01.64-6;Infiltração intralesional, cicatricial e hemangiomas – por sessão;1C;–;–;0
3.01.01.65-4;Lasercirurgia (por sessão);4B;–;–;2
3.01.01.66-2;Matricectomia por dobra ungueal;3A;–;–;0
3.01.01.67-0;Plástica em Z ou W;4A;–;1;2
3.01.01.68-9;Reconstrução com retalhos de gálea aponeurótica;8C;–;2;5
3.01.01.69-7;Retalho composto (incluindo cartilagem ou osso);8C;–;2;5
3.01.01.71-9;Retalho muscular ou miocutâneo;10A;–;2;5
3.01.01.73-5;Retirada de corpo estranho subcutâneo;2C;–;–;0
3.01.01.74-3;Retração cicatricial de axila – tratamento cirúrgico;5B;–;2;3
3.01.01.75-1;Retração cicatricial de zona de flexão e extensão de membros superiores e inferiores;5B;–;1;3
3.01.01.76-0;Retração cicatricial do cotovelo – tratamento cirúrgico;5B;–;2;3
3.01.01.77-8;Retração de aponevrose palmar (Dupuytren);5B;–;1;3
3.01.01.78-6;Sutura de extensos ferimentos com ou sem desbridamento;5B;–;1;3
3.01.01.79-4;Sutura de pequenos ferimentos com ou sem desbridamento;2B;–;–;0
3.01.02.01-4;Terapia de pressão negativa – cirúrgica;5A;–;1;2
3.01.01.80-8;Transecção de retalho;5B;–;1;3
3.01.01.81-6;Transferência intermediária de retalho;5B;–;1;3
3.01.01.82-4;Tratamento cirúrgico de bridas constritivas;9A;–;1;3
3.01.01.83-2;Tratamento cirúrgico de grandes hemangiomas;9C;–;2;4
3.01.01.84-0;Tratamento da miíase furunculoide (por lesão);2C;–;–;0
3.01.01.85-9;Tratamento de anomalias pilosas a laser/photoderm – por sessão;2A;–;–;2
3.01.01.86-7;Tratamento de escaras ou ulcerações com enxerto de pele;9A;–;1;4
3.01.01.87-5;Tratamento de escaras ou ulcerações com retalhos cutâneos locais;9A;–;1;4
3.01.01.88-3;Tratamento de escaras ou ulcerações com retalhos miocutâneos ou musculares;9B;–;1;5
3.01.01.89-1;Tratamento de fístula cutânea;3B;–;–;2
3.01.01.90-5;"Tratamento de lesões cutâneas e vasculares a laser/photoderm – por
sessão";2A;–;–;2
3.01.01.91-3;TU partes moles – exérese;4A;–;1;1
3.01.01.95-6;Unha (enxerto) – tratamento cirúrgico;2B;–;1;2
3.07.01.01-5;Abdominal ou hipogástrico;12C;–;2;6
3.07.01.02-3;Antebraço;13A;–;2;6
3.07.01.03-1;Axilar;12C;–;2;6
3.07.01.04-0;Couro cabeludo;12C;–;2;6
3.07.01.05-8;Deltopeitoral;12C;–;2;6
3.07.01.06-6;Digitais (da face volar e látero-cubital dos dedos médio e anular da mão);12C;–;2;5
3.07.01.07-4;Digital do hallux;12B;–;1;5
3.07.01.08-2;Dorsal do pé;12C;–;2;6
3.07.01.09-0;Escapular;12C;–;2;6
3.07.01.10-4;Femoral;12B;–;2;6
3.07.01.11-2;Fossa poplítea;12B;–;2;6
3.07.01.12-0;Inguino-cural;12C;–;2;6
3.07.01.13-9;Intercostal;12B;–;2;6
3.07.01.14-7;Interdigital da 1ª comissura dos dedos do pé;12B;–;2;6
3.07.01.15-5;Outros transplantes cutâneos;12B;–;1;5
3.07.01.16-3;Paraescapular;12B;–;2;6
3.07.01.17-1;Retroauricular;12C;–;2;6
3.07.01.18-0;Temporal;12C;–;2;6
3.07.01.19-8;Transplante cutâneo com microanastomose;13A;–;3;6
3.07.02.01-1;Grande dorsal (latissimus dorsi);12C;–;2;6
3.07.02.02-0;Grande glúteo (gluteus maximus);12B;–;2;6
3.07.02.03-8;Outros transplantes músculo-cutâneos;12B;–;2;6
3.07.02.04-6;Reto abdominal (rectus abdominis);12C;–;2;6
3.07.02.05-4;Reto interno (gracilis);12C;–;2;6
3.07.02.06-2;Serrato maior (serratus);12C;–;2;6
3.07.02.07-0;Tensor da fascia lata (tensor fascia lata);12C;–;2;6
3.07.01.20-1;Transplante cutâneo sem microanastomose, ilha neurovascular;8B;–;2;4
3.07.01.21-0;Transplante miocutâneo com microanastomose;13A;–;3;6
3.07.02.08-9;Trapézio (trapezius);12B;–;2;6
3.07.03.01-8;Bíceps femoral (biceps femoris);12B;–;2;6
3.07.03.02-6;Extensor comum dos dedos (extensor digitorum longus);10A;–;1;6
3.07.03.03-4;Extensor próprio do dedo gordo (extensor hallucis longus);9C;–;1;5
3.07.03.04-2;Flexor curto plantar (flexor digitorum brevis);12A;–;2;6
3.07.03.05-0;Grande dorsal (latissimus dorsi);12B;–;2;6
3.07.03.06-9;Grande peitoral (pectoralis major);12B;–;2;6
3.07.03.07-7;Músculo pédio (extensor digitorum brevis);12B;–;1;5
3.07.03.08-5;"Os músculos latissimus dorsi, gracilis, rectus femoris, tensor fascia lata, flexor digitorum brevis, quando transplantados com sua inervação e praticada a microneurorrafia com finalidade de restaurar função e sensibilidade, serão considerados retalhos
neurovasculares livres e terão acréscimo do porte";3B;–;–;1
3.07.03.09-3;Outros transplantes musculares;12B;–;1;5
3.07.03.10-7;Primeiro radial externo (extensor carpi radialis longus);12B;–;1;5
3.07.03.11-5;Reto anterior (rectus femoris);12C;–;2;6
3.07.03.12-3;Reto interno (gracilis);12C;–;2;6
3.07.03.13-1;Sartório (sartorius);12C;–;2;6
3.07.03.14-0;Semimembranoso (semimembranosus);12C;–;2;6
3.07.03.15-8;Semitendinoso (semitendinosus);12C;–;2;6
3.07.03.16-6;Serrato maior (serratus);12C;–;2;6
3.07.03.17-4;Supinador longo (brachioradialis);12B;–;1;5
3.07.03.18-2;Tensor da fascia lata (tensor fascia lata);12C;–;2;6
3.07.04.01-4;Costela;12C;–;2;6
3.07.04.02-2;Ilíaco;12C;–;2;6
3.07.04.03-0;Osteocutâneo de ilíaco;12C;–;2;6
3.07.04.04-9;Osteocutâneos de costela;13A;–;2;6
3.07.04.05-7;Osteomusculocutâneo de costela;13A;–;2;6
3.07.04.06-5;Outros transplantes ósseos e osteomusculocutâneos;13A;–;2;6
3.07.04.07-3;Perônio ou fíbula;13A;–;2;6
3.07.04.08-1;Transplante ósseo vascularizado (microanastomose);13A;–;1;6
3.07.05.01-0;Autotransplante de dois retalhos musculares combinados, isolados e associados entre si, ligados por um único pedículo;13A;–;2;7
3.07.05.02-9;Autotransplante de dois retalhos cutâneos combinados, isolados e associados entre si, ligados por um único pedículo vascular;13A;–;2;7
3.07.05.03-7;Autotransplante de dois retalhos, um cutâneo combinado a um muscular, isolados e associados entre si, ligados por um único pedículo vascular;13A;–;2;7
3.07.05.04-5;Autotransplante de dois retalhos, um cutâneo combinado a retalho osteomuscular, isolados e associados entre si, ligados por um único pedículo vascular;13A;–;2;7
3.07.05.05-3;Autotransplante de epíplon;13A;–;2;7
3.07.05.06-1;"Autotransplante de outros retalhos, isolados entre si, e associados
mediante um único pedículo vascular comuns aos retalhos";13A;–;2;7
3.07.05.07-0;Autotransplante de três retalhos, um cutâneo separado, combinado a outros dois retalhos musculares isolados e associados, ligados por um único pedículo vascular;13A;–;2;7
3.07.05.10-0;Reimplante de segmentos distais do membro superior, com ressecção segmentar;13A;–;2;7
3.07.06.01-7;Reimplante do membro inferior do nível médio proximal da perna até a coxa;13A;–;3;6
3.07.06.02-5;Reimplante do membro inferior do pé até o terço médio da perna;13A;–;3;6
3.07.06.03-3;Reimplante do membro superior, do nível médio do antebraço até o ombro;13A;–;3;6
3.07.07.01-3;Transplante articular de metatarsofalangeana para a mão;13A;–;2;6
3.07.07.02-1;Transplante de 2º pododáctilo para mão;13A;–;3;6
3.07.07.03-0;Transplante de dedos do pé para a mão;13A;–;3;6
3.07.07.06-4;Transplante de dois pododáctilos para a mão;13A;–;2;6
3.07.07.04-8;Transplante do 2º pododáctilo para o polegar;13A;–;2;6
3.07.07.05-6;Transplante do hallux para polegar;13A;–;3;6
3.07.09.01-6;Instalação de halo craniano;3A;–;–;2
3.07.09.02-4;Tração cutânea;2B;–;–;1
3.07.09.03-2;Tração transesquelética (por membro);4A;–;–;1
3.07.10.01-4;Fios ou pinos metálicos transósseos;4A;–;–;1
3.07.10.03-0;Placas;7A;–;1;2
3.07.10.04-9;Próteses de substituição de pequenas articulações;8A;–;1;3
3.07.10.02-2;Retirada de fios ou pinos metálicos intraósseos;3C;–;1;2
3.07.10.07-3;Retirada de fixador externo circular;5A;–;1;5
3.07.10.05-7;Retirada de fixador externo linear;4A;–;–;1
3.07.10.08-1;Retirada de hastes metálicas intraósseas, bloqueadas ou não;7A;–;2;3
3.07.10.09-0;Retirada de parafusos metálicos intraósseos;5A;–;1;3
3.07.11.01-0;Imobilizações não gessadas (qualquer segmento);1A;–;–;0
3.07.11.02-9;Membro inferior;1C;–;–;0
3.07.11.03-7;Membro superior;1B;–;–;0
3.07.12.01-7;Áxilo-palmar ou pendente;2A;–;–;0
3.07.12.02-5;Bota com ou sem salto;2A;–;–;0
3.07.12.03-3;Colar;2A;–;–;0
3.07.12.04-1;Colete;2B;–;1;0
3.07.12.05-0;Cruro-podálico;2C;–;–;0
3.07.12.06-8;Dupla abdução ou Ducroquet;2C;–;–;0
3.07.12.07-6;Halo-gesso;4C;–;1;0
3.07.12.08-4;Inguino-maleolar;2B;–;–;0
3.07.12.09-2;Luva;2A;–;–;0
3.07.12.10-6;Minerva ou Risser para escoliose;4C;–;1;0
3.07.12.11-4;Pelvipodálico;4C;–;1;0
3.07.12.12-2;Spica-gessada;2B;–;1;0
3.07.12.13-0;Tipo Velpeau;1C;–;–;0
3.07.12.14-9;Tóraco-braquial;3A;–;1;0
3.07.13.15-3;Artroscopia para diagnóstico com ou sem biópsia sinovial;5C;–;1;3
3.07.13.02-1;Biópsia óssea;2B;–;–;2
3.07.13.03-0;Biópsias percutânea sinovial ou de tecidos moles;2B;–;–;2
3.07.13.04-8;Enxertos em outras pseudoartroses;7C;–;1;4
3.07.13.06-4;Manipulação articular sob anestesia geral;8A;–;–;2
3.07.13.13-7;Punção articular diagnóstica ou terapêutica (infiltração). Quando orientada por RX, US, TC e RM, cobrar código correspondente;4C;–;–;3
3.07.13.14-5;Punção extra-articular diagnóstica ou terapêutica (infiltração/ agulhamento seco). Quando orientada por RX, US, TC e RM, cobrar código correspondente;4C;–;–;3
3.07.13.07-2;Retirada de enxerto ósseo;3B;–;1;1
3.07.14.01-0;Corpo estranho intra-articular – tratamento cirúrgico;5A;–;1;2
3.07.14.03-6;Corpo estranho intramuscular – tratamento cirúrgico;5A;–;1;2
3.07.14.02-8;Corpo estranho intraósseo – tratamento cirúrgico;5A;–;1;2
3.07.15.01-6;Artrodese da coluna com instrumentação por segmento;12C;–;2;8
3.07.15.02-4;Artrodese de coluna via anterior ou póstero lateral – tratamento cirúrgico;12C;–;2;8
3.07.15.59-8;Artroplastia discal de coluna vertebral;12C;–;2;8
3.07.15.03-2;Biópsia da coluna;7C;–;1;5
3.07.15.04-0;Biópsia de corpo vertebral com agulha;5A;–;1;3
3.07.15.05-9;Cirurgia de coluna por via endoscópica;11A;–;2;7
3.07.15.06-7;Cordotomia – mielotomia;10B;–;2;6
3.07.15.07-5;Costela cervical – tratamento cirúrgico;8B;–;1;3
3.07.15.58-0;Discectomia percutânea endoscópica;9A;–;1;5
3.07.15.57-1;Discectomia percutânea mecânica;9A;–;1;5
3.07.15.08-3;Derivação lombar externa;6A;–;1;3
3.07.15.09-1;Descompressão medular e/ou cauda equina;9C;–;2;5
3.07.15.10-5;Dorso curvo/escoliose/giba costal – tratamento cirúrgico;14B;–;2;8
3.07.15.11-3;Espondilolistese – tratamento cirúrgico;10A;–;2;5
3.07.15.12-1;Fratura de coluna – tratamento conservador;2C;–;–;–
3.07.15.13-0;Fratura do cóccix – redução incruenta;3A;–;–;2
3.07.15.14-8;Fratura do cóccix – tratamento cirúrgico;7C;–;1;2
3.07.15.15-6;Fratura e/ou luxação de coluna vertebral – redução incruenta;5B;–;1;2
3.07.15.16-4;Fraturas ou fratura-luxação de coluna – tratamento cirúrgico;12B;–;2;8
3.07.15.17-2;"Hemivértebra – ressecção via anterior ou posterior – tratamento
cirúrgico";11C;–;2;7
3.07.15.39-3;Hérnia de disco cervical – tratamento cirúrgico;12B;–;2;8
3.07.15.18-0;Hérnia de disco tóraco-lombar – tratamento cirúrgico;10A;–;1;6
3.07.15.19-9;Laminectomia ou laminotomia;9C;–;2;5
3.07.15.60-1;Localização/intervenção estereotáxica de lesões/estruturas de coluna vertebral por neuronavegação com intervenção;10A;–;1;5
3.07.15.56-3;Osteoplastia vertebral por cifoplastia;8C;–;1;5
3.07.15.55-5;Osteoplastia vertebral por vertebroplastia;8C;–;1;5
3.07.15.21-0;Osteomielite de coluna – tratamento cirúrgico;8B;–;2;4
3.07.15.22-9;Osteotomia de coluna vertebral – tratamento cirúrgico;8C;–;2;5
3.07.15.23-7;Outras afecções da coluna – tratamento incruento;3B;–;–;2
3.07.15.24-5;Pseudoartrose de coluna – tratamento cirúrgico;9C;–;2;6
3.07.15.25-3;Punção liquórica;3C;–;–;2
3.07.15.26-1;Retirada de corpo estranho – tratamento cirúrgico;8B;–;2;4
3.07.15.27-0;Retirada de material de síntese – tratamento cirúrgico;8A;–;1;3
3.07.15.28-8;Substituição de corpo vertebral;10B;–;2;6
3.07.15.29-6;Tração cervical transesquelética;8B;–;1;2
3.07.15.30-0;Tratamento cirúrgico da cifose infantil;14B;–;2;8
3.07.15.31-8;Tratamento cirúrgico da lesão traumática raquimedular;14B;–;2;8
3.07.15.32-6;Tratamento cirúrgico das malformações craniovertebrais;11B;–;2;7
3.07.15.33-4;Tratamento cirúrgico do disrafismo;11B;–;2;7
3.07.15.34-2;Tratamento conservador do traumatismo raquimedular (por dia);3C;–;–;0
3.07.15.35-0;"Tratamento microcirúrgico das lesões intramedulares (tumor,
malformações arteriovenosas, siringomielia, parasitoses)";13B;–;2;7
3.07.15.36-9;Tratamento microcirúrgico do canal vertebral estreito por segmento;10B;–;2;6
3.07.15.37-7;Tratamento pré-natal dos disrafismos espinhais;12A;–;2;8
3.07.15.38-5;Tumor ósseo vertebral – ressecção com substituição com ou sem instrumentação – tratamento cirúrgico;13C;–;2;8
3.07.17.19-1;Acromioplastia – procedimento aberto;8A;–;1;4
3.07.17.20-5;Artrodese ao nível do ombro – escápulo-torácica;11B;–;2;5
3.07.17.01-9;Artrodese ao nível do ombro – escápulo-umeral;10C;–;2;5
3.07.17.02-7;Artroplastia parcial;11A;–;2;5
3.07.17.21-3;Artroplastia parcial com interposição;11B;–;2;5
3.07.17.18-3;Artroplastia reversa;11C;–;2;5
3.07.17.22-1;Artroplastia total;11C;–;2;5
3.07.17.03-5;Artrotomia glenoumeral – tratamento cirúrgico;8A;–;1;2
3.07.17.04-3;Biópsia cirúrgica da cintura escapular;3C;–;1;1
3.07.17.05-1;Deformidade (doença) Sprengel – tratamento cirúrgico;8A;–;2;5
3.07.17.06-0;Desarticulação ao nível do ombro – tratamento cirúrgico;9A;–;2;4
3.07.17.07-8;Escápula em ressalto – tratamento cirúrgico;7A;–;1;2
3.07.17.23-0;Fixação externa definitiva dinâmica, com fixador externo;13A;–;2;6
3.07.17.24-8;Fixação externa definitiva rígida, com fixador externo;11C;–;2;5
3.07.17.25-6;Fixação externa na urgência, com fixador externo;9A;–;1;5
3.07.17.26-4;Fratura da cabeça (apenas para “head split”);11C;–;2;5
3.07.17.08-6;Fratura de cintura escapular – tratamento conservador;3C;–;–;1
3.07.17.09-4;Fraturas e/ou luxações e/ou avulsões – redução incruenta;4C;–;1;2
3.07.17.10-8;Fraturas e/ou fratura luxação em 2 partes (colo anatômico, colo cirúrgico ou tubérculos);10C;–;2;5
3.07.17.27-2;Fratura e/ou fratura luxação em 3 partes;11A;–;2;5
3.07.17.28-0;Fratura e/ou fratura luxação em 4 partes;11A;–;2;5
3.07.17.13-2;Pseudoartroses e/ou osteotomia da clavícula ou escápula;10C;–;2;5
3.07.17.29-9;Pseudoartrose e/ou osteotomia do úmero proximal;11A;–;2;5
3.07.17.30-2;Reparo aberto da ruptura manguito rotador (2 tendões);9B;–;2;5
3.07.17.31-0;Reparo aberto da ruptura manguito rotador (3 tendões);9C;–;2;5
3.07.17.32-9;Reparo aberto da ruptura manguito rotador (parcial ou transfixante/completa de 1 tendão);9A;–;2;5
3.07.17.33-7;Ressecção segmentar ao nível da cintura escapular;9C;–;2;4
3.07.17.14-0;Ressecção parcial ou total de clavícula – tratamento cirúrgico;9A;–;1;4
3.07.17.15-9;Revisão cirúrgica de prótese de ombro;11C;–;2;5
3.07.17.12-4;Sequestrectomia ao nível da cintura escapular;8C;–;2;4
3.07.17.34-5;Tenotomia/tenodese do cabo longo do bíceps – cirurgia aberta;8A;–;1;4
3.07.17.16-7;Transferências musculares ao nível da cintura escapular (inclui manguito rotador);11A;–;1;5
3.07.17.11-6;Tratamento cirúrgico aberto de luxações crônicas habituais e/ou recidivantes;10B;–;2;5
3.07.17.35-3;Tratamento cirúrgico da re-ruptura manguito rotador – procedimento aberto;9C;–;2;5
3.07.17.36-1;Tratamento cirúrgico de luxações inveteradas;11B;–;2;5
3.07.18.07-4;Alongamento ou transporte ósseo com dispositivo intramedular combinado ou não à fixação externa;12A;–;2;6
3.07.18.01-5;Amputação ao nível do braço – tratamento cirúrgico;8A;–;1;3
3.07.18.02-3;Biópsia cirúrgica do úmero;5B;–;1;1
3.07.18.11-2;Fixação externa definitiva dinâmica, com fixador externo;13A;–;2;6
3.07.18.12-0;Fixação externa definitiva rígida, com fixador externo;11C;–;2;5
3.07.18.03-1;Fixação externa na urgência, com fixador externo;9A;–;1;5
3.07.18.04-0;Fratura (incluindo descolamento epifisário) – redução incruenta;3B;–;1;2
3.07.18.05-8;Fratura (incluindo descolamento epifisário) – tratamento cirúrgico;8C;–;1;4
3.07.18.06-6;Fratura de úmero – tratamento conservador;2B;–;–;–
3.07.18.08-2;Osteomielite de úmero – tratamento cirúrgico;9A;–;1;3
3.07.18.09-0;Pseudoartroses, osteotomias, alongamentos/encurtamentos – tratamento cirúrgico;9A;–;2;4
3.07.18.14-7;Ressecção segmentar ao nível do úmero;9C;–;2;5
3.07.18.13-9;Sequestrectomia ao nível do úmero;11C;–;2;5
3.07.19.01-1;Artrodese – tratamento cirúrgico;8B;–;1;4
3.07.19.13-5;Artrodiastase – tratamento cirúrgico com fixador externo;7C;–;1;3
3.07.19.14-3;Artroplastia da cabeça do rádio;9C;–;1;5
3.07.19.15-1;Artroplastia parcial com implante;10C;–;2;5
3.07.19.02-0;Artroplastia total com implante;11A;–;2;5
3.07.19.03-8;Artroplastias sem implante – tratamento cirúrgico;6A;–;1;3
3.07.19.04-6;Artrotomia de cotovelo – tratamento cirúrgico;5B;–;1;1
3.07.19.05-4;Biópsia cirúrgica de cotovelo;3B;–;1;1
3.07.19.16-0;Capsulectomia do cotovelo;9C;–;2;5
3.07.19.06-2;Desarticulação ao nível do cotovelo – tratamento cirúrgico;8B;–;1;3
3.07.19.07-0;Fratura de cotovelo – tratamento conservador;2A;–;–;–
3.07.19.17-8;Fixação externa definitiva dinâmica, com fixador externo;13A;–;2;6
3.07.19.18-6;Fixação externa definitiva rígida, com fixador externo;11C;–;2;5
3.07.19.08-9;Fixação externa na urgência, com fixador externo;9A;–;1;5
3.07.19.09-7;Fraturas e/ou luxações – redução incruenta;4A;–;–;2
3.07.19.11-9;Lesões ligamentares – redução incruenta;3A;–;–;2
3.07.19.19-4;Osteotomia do úmero distal (ressecção ossificação heterotópica);9C;–;2;5
3.07.19.20-8;Reconstrução ligamentar medial ou lateral com enxerto tendinoso;9C;–;1;5
3.07.19.21-6;Reinserção do tendão distal do bíceps/tríceps;8C;–;1;4
3.07.19.22-4;Reparo ligamentar medial ou lateral;8C;–;1;4
3.07.19.23-2;Ressecção parcial do olecrâneo/cabeça do rádio;8C;–;1;4
3.07.19.24-0;Sinovectomia;7C;–;1;4
3.07.19.25-9;Tenoplastia epicondilar;8C;–;1;4
3.07.19.10-0;Tratamento cirúrgico de fratura do úmero distal – 1 coluna;10A;–;2;5
3.07.19.12-7;Tratamento cirúrgico das tendinites, sinovites e artrites;4C;–;1;2
3.07.19.26-7;Tratamento da fratura da cabeça do rádio;9A;–;1;5
3.07.19.27-5;Tratamento da fratura da ulna proximal;9C;–;2;5
3.07.19.28-3;Tratamento da fratura do úmero distal – 2 colunas;10C;–;2;5
3.07.19.29-1;Tratamento da fratura do úmero distal intra-articular (capítulo e/ ou tróclea);9C;–;2;5
3.07.20.02-8;Alongamento dos ossos do antebraço com fixador externo dinâmico – tratamento cirúrgico;7C;–;2;4
3.07.20.03-6;Amputação ao nível do antebraço – tratamento cirúrgico;8B;–;1;3
3.07.20.04-4;Biópsia cirúrgica do antebraço;3B;–;1;1
3.07.20.05-2;Contratura isquêmica de Volkmann – tratamento cirúrgico;8A;–;2;4
3.07.20.06-0;Correção de deformidade adquirida de antebraço com fixador externo;6A;–;2;4
3.07.20.07-9;Encurtamento segmentar dos ossos do antebraço com osteossíntese – tratamento cirúrgico;11B;–;2;5
3.07.20.18-4;Fixação externa definitiva dinâmica, com fixador externo;13A;–;2;6
3.07.20.19-2;Fixação externa definitiva rígida, com fixador externo;11C;–;2;6
3.07.20.17-6;Fixação externa na urgência, com fixador externo;9A;–;1;5
3.07.20.08-7;Fratura do antebraço – tratamento conservador;2A;–;–;–
3.07.20.09-5;Fratura e/ou luxações (incluindo descolamento epifisário cotovelo- punho) – tratamento cirúrgico;10C;–;1;4
3.07.20.10-9;Fratura e/ou luxações (incluindo descolamento epifisário) – redução incruenta;4A;–;1;2
3.07.20.11-7;Fratura viciosamente consolidada de antebraço – tratamento cirúrgico;11B;–;2;5
3.07.20.12-5;Osteomielite dos ossos do antebraço – tratamento cirúrgico;9C;–;2;5
3.07.20.13-3;Pseudoartroses e ou osteotomias – tratamento cirúrgico;11B;–;2;5
3.07.20.14-1;Ressecção da cabeça do rádio e/ou da extremidade distal ulnar – tratamento cirúrgico;10C;–;1;4
