C14.0;Neoplasia maligna da faringe, não especificada;;;
C14.2;Neoplasia maligna do anel de Waldeyer;;;
C14.8;Neoplasia maligna do lábio, cavidade oral e faringe com lesão invasiva;;;
C15;Neoplasia maligna do esôfago;;;
C15.0;Neoplasia maligna da porção cervical do esôfago (esôfago cervical);;;
C15.1;Neoplasia maligna da porção torácica do esôfago (esôfago torácico);;;
C15.2;Neoplasia maligna da porção abdominal do esôfago (esôfago abdominal);;;
C15.3;Neoplasia maligna do terço superior do esôfago;;;
C15.4;Neoplasia maligna do terço médio do esôfago;;;
C15.5;Neoplasia maligna do terço inferior do esôfago;;;
C15.8;Neoplasia maligna do esôfago com lesão invasiva;;;
C15.9;Neoplasia maligna do esôfago, não especificado;;;
C16;Neoplasia maligna do estômago;;;
C16.0;Neoplasia maligna da cárdia;;;
C16.1;Neoplasia maligna do fundo do estômago;;;
C16.2;Neoplasia maligna do corpo do estômago;;;
C16.3;Neoplasia maligna do antro pilórico;;;
C16.4;Neoplasia maligna do piloro;;;
C16.5;Neoplasia maligna da pequena curvatura do estômago, não especificada;;;
C16.6;Neoplasia maligna da grande curvatura do estômago, não especificada;;;
C16.8;Neoplasia maligna do estômago com lesão invasiva;;;
C16.9;Neoplasia maligna do estômago, não especificado;;;
C17;Neoplasia maligna do intestino delgado;;;
C17.0;Neoplasia maligna do duodeno;;;
C17.1;Neoplasia maligna do jejuno;;;
C17.2;Neoplasia maligna do íleo;;;
C17.3;Neoplasia maligna do divertículo de Meckel;;;
C17.8;Neoplasia maligna do intestino delgado com lesão invasiva;;;
C17.9;Neoplasia maligna do intestino delgado, não especificado;;;
C18;Neoplasia maligna do cólon;;;
C18.0;Neoplasia maligna do ceco;;;
C18.1;Neoplasia maligna do apêndice (vermiforme);;;
C18.2;Neoplasia maligna do cólon ascendente;;;
C18.3;Neoplasia maligna da flexura (ângulo) hepática(o);;;
C18.4;Neoplasia maligna do cólon transverso;;;
C18.5;Neoplasia maligna da flexura (ângulo) esplênica(o);;;
C18.6;Neoplasia maligna do cólon descendente;;;
C18.7;Neoplasia maligna do cólon sigmóide;;;
C18.8;Neoplasia maligna do cólon com lesão invasiva;;;
C18.9;Neoplasia maligna do cólon, não especificado;;;
C19;Neoplasia maligna da junção retossigmóide;;;
C19;Neoplasia maligna da junção retossigmóide;;;
C20;Neoplasia maligna do reto;;;
C20;Neoplasia maligna do reto;;;
C21;Neoplasia maligna do ânus e do canal anal;;;
C21.0;Neoplasia maligna do ânus, não especificado;;;
C21.1;Neoplasia maligna do canal anal;;;
C21.2;Neoplasia maligna da zona cloacogênica;;;
C21.8;Neoplasia maligna do reto, ânus e do canal anal com lesão invasiva;;;
C22;Neoplasia maligna do fígado e das vias biliares intra-hepáticas;;;
C22.0;Carcinoma de células hepáticas;;;
C22.1;Carcinoma de vias biliares intra-hepáticas;;;
C22.2;Hepatoblastoma;;;
C22.3;Angiossarcoma do fígado;;;
C22.4;Outros sarcomas do fígado;;;
C22.7;Outros carcinomas especificados do fígado;;;
C22.9;Neoplasia maligna do fígado, não especificada;;;
C23;Neoplasia maligna da vesícula biliar;;;
C23;Neoplasia maligna da vesícula biliar;;;
C24;Neoplasia maligna de outras partes, e de partes não especificadas das vias biliares;;;
C24.0;Neoplasia maligna das vias biliares extra-hepáticas;;;
C24.1;Neoplasia maligna da ampola de Vater;;;
C24.8;Neoplasia maligna das vias biliares com lesão invasiva;;;
C24.9;Neoplasia maligna da via biliar, não especificada;;;
C25;Neoplasia maligna do pâncreas;;;
C25.0;Neoplasia maligna da cabeça do pâncreas;;;
C25.1;Neoplasia maligna do corpo do pâncreas;;;
C25.2;Neoplasia maligna da cauda do pâncreas;;;
C25.3;Neoplasia maligna do canal pancreático;;;
C25.4;Neoplasia maligna do pâncreas endócrino;;;
C25.7;Neoplasia maligna de outras partes do pâncreas;;;
C25.8;Neoplasia maligna do pâncreas com lesão invasiva;;;
C25.9;Neoplasia maligna do pâncreas, não especificado;;;
C26;Neoplasia maligna de outros órgãos digestivos e de localizações mal definidas no aparelho digestivo;;;
C26.0;Neoplasia maligna do trato intestinal, parte não especificada;;;
C26.1;Neoplasia maligna do baço;;;
C26.8;Neoplasia maligna do aparelho digestivo com lesão invasiva;;;
C26.9;Neoplasia maligna de localizações mal definidas dentro do aparelho digestivo;;;
C30;Neoplasia maligna da cavidade nasal e do ouvido médio;;;
C30.0;Neoplasia maligna da cavidade nasal;;;
C30.1;Neoplasia maligna do ouvido médio;;;
C31;Neoplasia maligna dos seios da face;;;
C31.0;Neoplasia maligna do seio maxilar;;;
C31.1;Neoplasia maligna do seio etmoidal;;;
C31.2;Neoplasia maligna do seio frontal;;;
C31.3;Neoplasia maligna do seio esfenoidal;;;
C31.8;Neoplasia maligna dos seios da face com lesão invasiva;;;
C31.9;Neoplasia maligna do seio da face, não especificado;;;
C32;Neoplasia maligna da laringe;;;
C32.0;Neoplasia maligna da glote;;;
C32.1;Neoplasia maligna da região supraglótica;;;
C32.2;Neoplasia maligna da região subglótica;;;
C32.3;Neoplasia maligna das cartilagens da laringe;;;
C32.8;Neoplasia maligna da laringe com lesão invasiva;;;
C32.9;Neoplasia maligna da laringe, não especificada;;;
C33;Neoplasia maligna da traquéia;;;
C33;Neoplasia maligna da traquéia;;;
C34;Neoplasia maligna dos brônquios e dos pulmões;;;
C34.0;Neoplasia maligna do brônquio principal;;;
C34.1;Neoplasia maligna do lobo superior, brônquio ou pulmão;;;
C34.2;Neoplasia maligna do lobo médio, brônquio ou pulmão;;;
C34.3;Neoplasia maligna do lobo inferior, brônquio ou pulmão;;;
C34.8;Neoplasia maligna dos brônquios e dos pulmões com lesão invasiva;;;
C34.9;Neoplasia maligna dos brônquios ou pulmões, não especificado;;;
C37;Neoplasia maligna do timo;;;
C37;Neoplasia maligna do timo;;;
C38;Neoplasia maligna do coração, mediastino e pleura;;;
C38.0;Neoplasia maligna do coração;;;
C38.1;Neoplasia maligna do mediastino anterior;;;
C38.2;Neoplasia maligna do mediastino posterior;;;
C38.3;Neoplasia maligna do mediastino, porção não especificada;;;
C38.4;Neoplasia maligna da pleura;;;
C38.8;Neoplasia maligna do coração, mediastino e pleura com lesão invasiva;;;
C39;Neoplasia maligna de outras localizações e de localizações mal definidas do aparelho respiratório e dos órgãos intratorácicos;;;
C39.0;Neoplasia maligna do trato respiratório superior, porção não especificada;;;
C39.8;Neoplasia maligna do aparelho respiratório e dos órgãos intratorácicos com lesão invasiva;;;
C39.9;Neoplasia maligna de localizações mal definidas do aparelho respiratório;;;
C40;Neoplasia maligna dos ossos e cartilagens articulares dos membros;;;
C40.0;Neoplasia maligna da omoplata [escápula] e ossos longos dos membros superiores;;;
C40.1;Neoplasia maligna dos ossos curtos dos membros superiores;;;
C40.2;Neoplasia maligna dos ossos longos dos membros inferiores;;;
C40.3;Neoplasia maligna dos ossos curtos dos membros inferiores;;;
C40.8;Neoplasia maligna dos ossos e cartilagens articulares dos membros com lesão invasiva;;;
C40.9;Neoplasia maligna dos ossos e cartilagens articulares de membro não especificado;;;
C41;Neoplasia maligna dos ossos e das cartilagens articulares de outras localizações e de localizações não especificadas;;;
C41.0;Neoplasia maligna dos ossos do crânio e da face;;;
C41.1;Neoplasia maligna da mandíbula;;;
C41.2;Neoplasia maligna da coluna vertebral;;;
C41.3;Neoplasia maligna das costelas, esterno e clavícula;;;
C41.4;Neoplasia maligna dos ossos da pelve, sacro e cóccix;;;
C41.8;Neoplasia maligna dos ossos e das cartilagens articulares com lesão invasiva;;;
C41.9;Neoplasia maligna dos ossos e cartilagens articulares, não especificados;;;
C43;Melanoma maligno da pele;;;
C43.0;Melanoma maligno do lábio;;;
C43.1;Melanoma maligno da pálpebra, incluindo as comissuras palpebrais;;;
C43.2;Melanoma maligno da orelha e do conduto auditivo externo;;;
C43.3;Melanoma maligno de outras partes e partes não especificadas da face;;;
C43.4;Melanoma maligno do couro cabeludo e do pescoço;;;
C43.5;Melanoma maligno do tronco;;;
C43.6;Melanoma maligno do membro superior, incluindo ombro;;;
C43.7;Melanoma maligno do membro inferior, incluindo quadril;;;
C43.8;Melanoma maligno invasivo da pele;;;
C43.9;Melanoma maligno de pele, não especificado;;;
C44;Outras neoplasias malignas da pele;;;
C44.0;Neoplasia maligna da pele do lábio;;;
C44.1;Neoplasia maligna da pele da pálpebra, incluindo o canto;;;
C44.2;Neoplasia maligna da pele da orelha e do conduto auditivo externo;;;
C44.3;Neoplasia maligna da pele de outras partes e de partes não especificadas da face;;;
C44.4;Neoplasia maligna da pele do couro cabeludo e do pescoço;;;
C44.5;Neoplasia maligna da pele do tronco;;;
C44.6;Neoplasia maligna da pele do membro superior, incluindo ombro;;;
C44.7;Neoplasia maligna da pele do membro inferior, incluindo quadril;;;
C44.8;Neoplasia maligna da pele com lesão invasiva;;;
C44.9;Neoplasia maligna da pele, não especificada;;;
C45;Mesotelioma;;;
C45.0;Mesotelioma da pleura;;;
C45.1;Mesotelioma do peritônio;;;
C45.2;Mesotelioma do pericárdio;;;
C45.7;Mesotelioma de outras localizações;;;
C45.9;Mesotelioma, não especificado;;;
C46;Sarcoma de Kaposi;;;
C46.0;Sarcoma de Kaposi da pele;;;
C46.1;Sarcoma de Kaposi de tecidos moles;;;
C46.2;Sarcoma de Kaposi do palato;;;
C46.3;Sarcoma de Kaposi dos gânglios linfáticos;;;
C46.7;Sarcoma de Kaposi de outras localizações;;;
C46.8;Sarcoma de Kaposi de múltiplos órgãos;;;
C46.9;Sarcoma de Kaposi, não especificado;;;
C47;Neoplasia maligna dos nervos periféricos e do sistema nervoso autônomo;;;
C47.0;Neoplasia maligna dos nervos periféricos da cabeça, face e pescoço;;;
C47.1;Neoplasia maligna dos nervos periféricos dos membros superiores, incluindo ombro;;;
C47.2;Neoplasia maligna dos nervos periféricos dos membros inferiores, incluindo quadril;;;
C47.3;Neoplasia maligna dos nervos periféricos do tórax;;;
C47.4;Neoplasia maligna dos nervos periféricos do abdome;;;
C47.5;Neoplasia maligna dos nervos periféricos da pelve;;;
C47.6;Neoplasia maligna dos nervos periféricos do tronco;;;
C47.8;Neoplasia maligna dos nervos periféricos e do sistema nervoso autônomo com lesão invasiva;;;
C47.9;Neoplasia maligna dos nervos periféricos e sistema nervoso autônomo, não especificados;;;
C48;Neoplasia maligna dos tecidos moles do retroperitônio e do peritônio;;;
C48.0;Neoplasia maligna do retroperitônio;;;
C48.1;Neoplasia maligna de partes especificadas do peritônio;;;
C48.2;Neoplasia maligna do peritônio;;;
C48.8;Neoplasia maligna dos tecidos moles do retroperitônio e do peritônio com lesão invasiva;;;
C49;Neoplasia maligna do tecido conjuntivo e de outros tecidos moles;;;
C49.0;Neoplasia maligna do tecido conjuntivo e tecidos moles da cabeça, face e pescoço;;;
C49.1;Neoplasia maligna do tecido conjuntivo e tecidos moles dos membros superiores, incluindo ombro;;;
C49.2;Neoplasia maligna do tecido conjuntivo e tecidos moles dos membros inferiores, incluindo quadril;;;
C49.3;Neoplasia maligna do tecido conjuntivo e tecidos moles do tórax;;;
C49.4;Neoplasia maligna do tecido conjuntivo e tecidos moles do abdome;;;
C49.5;Neoplasia maligna do tecido conjuntivo e tecidos moles da pelve;;;
C49.6;Neoplasia maligna do tecido conjuntivo e tecidos moles do tronco;;;
C49.8;Neoplasia maligna do tecido conjuntivo e dos tecidos moles com lesão invasiva;;;
C49.9;Neoplasia maligna do tecido conjuntivo e tecidos moles, não especificados;;;
C50;Neoplasia maligna da mama;;;
C50.0;Neoplasia maligna do mamilo e aréola;;;
C50.1;Neoplasia maligna da porção central da mama;;;
C50.2;Neoplasia maligna do quadrante superior interno da mama;;;
C50.3;Neoplasia maligna do quadrante inferior interno da mama;;;
C50.4;Neoplasia maligna do quadrante superior externo da mama;;;
C50.5;Neoplasia maligna do quadrante inferior externo da mama;;;
C50.6;Neoplasia maligna da porção axilar da mama;;;
C50.8;Neoplasia maligna da mama com lesão invasiva;;;
C50.9;Neoplasia maligna da mama, não especificada;;;
C51;Neoplasia maligna da vulva;;;
C51.0;Neoplasia maligna dos grandes lábios;;;
C51.1;Neoplasia maligna dos pequenos lábios;;;
C51.2;Neoplasia maligna do clitóris;;;
C51.8;Neoplasia maligna da vulva com lesão invasiva;;;
C51.9;Neoplasia maligna da vulva, não especificada;;;
C52;Neoplasia maligna da vagina;;;
C52;Neoplasia maligna da vagina;;;
C53;Neoplasia maligna do colo do útero;;;
C53.0;Neoplasia maligna do endocérvix;;;
C53.1;Neoplasia maligna do exocérvix;;;
C53.8;Neoplasia maligna do colo do útero com lesão invasiva;;;
C53.9;Neoplasia maligna do colo do útero, não especificado;;;
C54;Neoplasia maligna do corpo do útero;;;
C54.0;Neoplasia maligna do istmo do útero;;;
C54.1;Neoplasia maligna do endométrio;;;
C54.2;Neoplasia maligna do miométrio;;;
C54.3;Neoplasia maligna do fundo do útero;;;
C54.8;Neoplasia maligna do corpo do útero com lesão invasiva;;;
C54.9;Neoplasia maligna do corpo do útero, não especificado;;;
C55;Neoplasia maligna do útero, porção não especificada;;;
C55;Neoplasia maligna do útero, porção não especificada;;;
C56;Neoplasia maligna do ovário;;;
C56;Neoplasia maligna do ovário;;;
C57;Neoplasia maligna de outros órgãos genitais femininos e dos não especificados;;;
C57.0;Neoplasia maligna da trompa de Falópio;;;
C57.1;Neoplasia maligna do ligamento largo;;;
C57.2;Neoplasia maligna do ligamento redondo;;;
C57.3;Neoplasia maligna do paramétrio;;;
C57.4;Neoplasia maligna dos anexos uterinos;;;
C57.7;Neoplasia maligna de outras partes especificadas dos órgãos genitais femininos;;;
C57.8;Neoplasia maligna dos órgãos genitais femininos com lesão invasiva;;;
C57.9;Neoplasia maligna de órgão genital feminino, não especificado;;;
C58;Neoplasia maligna da placenta;;;
C58;Neoplasia maligna da placenta;;;
C60;Neoplasia maligna do pênis;;;
C60.0;Neoplasia maligna do prepúcio;;;
C60.1;Neoplasia maligna da glande;;;
C60.2;Neoplasia maligna do corpo do pênis;;;
C60.8;Neoplasia maligna do pênis com lesão invasiva;;;
C60.9;Neoplasia maligna do pênis, não especificado;;;
C61;Neoplasia maligna da próstata;;;
C61;Neoplasia maligna da próstata;;;
C62;Neoplasia maligna dos testículos;;;
C62.0;Neoplasia maligna do testículo criptorquídico;;;
C62.1;Neoplasia maligna do testículo tópico;;;
C62.9;Neoplasia maligna do testículo, sem outras especificações;;;
C63;Neoplasia maligna de outros órgãos genitais masculinos e dos não especificados;;;
C63.0;Neoplasia maligna do epidídimo;;;
C63.1;Neoplasia maligna do cordão espermático;;;
C63.2;Neoplasia maligna do escroto;;;
C63.7;Neoplasia maligna de outros órgãos genitais masculinos especificados;;;
C63.8;Neoplasia maligna dos órgãos genitais masculinos com lesão invasiva;;;
C63.9;Neoplasia maligna de órgão genital masculino, não especificado;;;
C64;Neoplasia maligna do rim, exceto pelve renal;;;
C64;Neoplasia maligna do rim, exceto pelve renal;;;
C65;Neoplasia maligna da pelve renal;;;
C65;Neoplasia maligna da pelve renal;;;
C66;Neoplasia maligna dos ureteres;;;
C66;Neoplasia maligna dos ureteres;;;
C67;Neoplasia maligna da bexiga;;;
C67.0;Neoplasia maligna do trígono da bexiga;;;
C67.1;Neoplasia maligna da cúpula da bexiga;;;
C67.2;Neoplasia maligna da parede lateral da bexiga;;;
C67.3;Neoplasia maligna da parede anterior da bexiga;;;
C67.4;Neoplasia maligna da parede posterior da bexiga;;;
C67.5;Neoplasia maligna do colo da bexiga;;;
C67.6;Neoplasia maligna do orifício uretérico;;;
C67.7;Neoplasia maligna do úraco;;;
C67.8;Neoplasia maligna da bexiga com lesão invasiva;;;
C67.9;Neoplasia maligna da bexiga, sem outra especificações;;;
C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;;;
C68.0;Neoplasia maligna da uretra;;;
C68.1;Neoplasia maligna da glândula parauretral;;;
C68.8;Neoplasia maligna dos órgãos urinários com lesão invasiva;;;
C68.9;Neoplasia maligna de órgão urinário, não especificado;;;
C69;Neoplasia maligna do olho e anexos;;;
C69.0;Neoplasia maligna da conjuntiva;;;
C69.1;Neoplasia maligna da córnea;;;
C69.2;Neoplasia maligna da retina;;;
C69.3;Neoplasia maligna da coróide;;;
C69.4;Neoplasia maligna do corpo ciliar;;;
C69.5;Neoplasia maligna da glândula e canal lacrimal;;;
C69.6;Neoplasia maligna da órbita;;;
C69.8;Neoplasia maligna do olho e anexos com lesão invasiva;;;
C69.9;Neoplasia maligna do olho, não especificado;;;
C70;Neoplasia maligna das meninges;;;
C70.0;Neoplasia maligna das meninges cerebrais;;;
C70.1;Neoplasia maligna das meninges espinhais;;;
C70.9;Neoplasia maligna da meninge, não especificada;;;
C71;Neoplasia maligna do encéfalo;;;
C71.0;Neoplasia maligna do cérebro, exceto lobos e ventrículos;;;
C71.1;Neoplasia maligna do lobo frontal;;;
C71.2;Neoplasia maligna do lobo temporal;;;
C71.3;Neoplasia maligna do lobo parietal;;;
C71.4;Neoplasia maligna do lobo occipital;;;
C71.5;Neoplasia maligna do ventrículo cerebral;;;
C71.6;Neoplasia maligna do cerebelo;;;
C71.7;Neoplasia maligna do tronco cerebral;;;
C71.8;Neoplasia maligna do encéfalo com lesão invasiva;;;
C71.9;Neoplasia maligna do encéfalo, não especificado;;;
C72;Neoplasia maligna da medula espinhal, dos nervos cranianos e de outras partes do sistema nervoso central;;;
C72.0;Neoplasia maligna da medula espinhal;;;
C72.1;Neoplasia maligna da cauda eqüina;;;
C72.2;Neoplasia maligna do nervo olfativo;;;
C72.3;Neoplasia maligna do nervo óptico;;;
C72.4;Neoplasia maligna do nervo acústico;;;
C72.5;Neoplasia maligna de outros nervos cranianos e os não especificados;;;
C72.8;Neoplasia maligna do encéfalo e de outras partes do sistema nervoso central com lesão invasiva;;;
C72.9;Neoplasia maligna do sistema nervoso central, não especificado;;;
C73;Neoplasia maligna da glândula tireóide;;;
C73;Neoplasia maligna da glândula tireóide;;;
C74;Neoplasia maligna da glândula supra-renal [Glândula adrenal];;;
C74.0;Neoplasia maligna do córtex da supra-renal;;;
C74.1;Neoplasia maligna da medula da supra-renal;;;
C74.9;Neoplasia maligna da glândula supra-renal, não especificada;;;
C75;Neoplasia maligna de outras glândulas endócrinas e de estruturas relacionadas;;;
C75.0;Neoplasia maligna da glândula paratireóide;;;
C75.1;Neoplasia maligna da glândula hipófise (pituitária);;;
C75.2;Neoplasia maligna do conduto craniofaríngeo;;;
C75.3;Neoplasia maligna da glândula pineal;;;
C75.4;Neoplasia maligna do corpo carotídeo;;;
C75.5;Neoplasia maligna do corpo aórtico e outros paragânglios;;;
C75.8;Neoplasia maligna com comprometimento pluriglandular, sem outra especificação;;;
C75.9;Neoplasia maligna de glândula endócrina, não especificada;;;
C76;Neoplasia maligna de outras localizações e de localizações mal definidas;;;
C76.0;Neoplasia maligna da cabeça, face e pescoço;;;
C76.1;Neoplasia maligna do tórax;;;
C76.2;Neoplasia maligna do abdome;;;
C76.3;Neoplasia maligna da pelve;;;
C76.4;Neoplasia maligna do membro superior;;;
C76.5;Neoplasia maligna do membro inferior;;;
C76.7;Neoplasia maligna de outras localizações mal definidas;;;
C76.8;Neoplasia maligna de outras localizações e das mal definidas com lesão invasiva;;;
C77;Neoplasia maligna secundária e não especificada dos gânglios linfáticos;;;
C77.0;Neoplasia maligna secundária e não especificada dos gânglios linfáticos da cabeça, face e pescoço;;;
C77.1;Neoplasia maligna secundária e não especificada dos gânglios linfáticos intratorácicos;;;
C77.2;Neoplasia maligna secundária e não especificada dos gânglios linfáticos intra-abdominais;;;
C77.3;Neoplasia maligna secundária e não especificada dos gânglios linfáticos axilares e dos membros superiores;;;
C77.4;Neoplasia maligna secundária e não especificada dos gânglios linfáticos inguinais e dos membros inferiores;;;
C77.5;Neoplasia maligna secundária e não especificada dos gânglios linfáticos intrapélvicos;;;
C77.8;Neoplasia maligna secundária e não especificada dos gânglios linfáticos de múltiplas regiões;;;
C77.9;Neoplasia maligna secundária e não especificada de gânglio linfático, não especificado;;;
C78;Neoplasia maligna secundária dos órgãos respiratórios e digestivos;;;
C78.0;Neoplasia maligna secundária dos pulmões;;;
C78.1;Neoplasia maligna secundária do mediastino;;;
C78.2;Neoplasia maligna secundária da pleura;;;
C78.3;Neoplasia maligna secundária de outros órgãos respiratórios e não especificados;;;
C78.4;Neoplasia maligna secundária do intestino delgado;;;
C78.5;Neoplasia maligna secundária do intestino grosso e do reto;;;
C78.6;Neoplasia maligna secundária do retroperitônio e do peritônio;;;
C78.7;Neoplasia maligna secundária do fígado;;;
C78.8;Neoplasia maligna secundária de outros órgãos digestivos e não especificados;;;
C79;Neoplasia maligna secundária de outras localizações;;;
C79.0;Neoplasia maligna secundária do rim e da pelve renal;;;
C79.1;Neoplasia maligna secundária da bexiga, de outro órgão urinário e não especificado;;;
C79.2;Neoplasia maligna secundária da pele;;;
C79.3;Neoplasia maligna secundária do encéfalo e das meninges cerebrais;;;
C79.4;Neoplasia maligna secundária de outras partes do sistema nervoso e não especificadas;;;
C79.5;Neoplasia maligna secundária dos ossos e da medula óssea;;;
C79.6;Neoplasia maligna secundária do ovário;;;
C79.7;Neoplasia maligna secundária das glândulas supra-renais (adrenais);;;
C79.8;Neoplasia maligna secundária de outra localização especificada;;;
C80;Neoplasia maligna, sem especificação de localização;;;
C80;Neoplasia maligna, sem especificação de localização;;;
C81;Doença de Hodgkin;;;
C81.0;Doença de Hodgkin, predominância linfocítica;;;
C81.1;Doença de Hodgkin, esclerose nodular;;;
C81.2;Doença de Hodgkin, celularidade mista;;;
C81.3;Doença de Hodgkin, depleção linfocítica;;;
C81.7;Outra forma da doença de Hodgkin;;;
C81.9;Doença de Hodgkin, não especificada;;;
C82;Linfoma não-Hodgkin, folicular (nodular);;;
C82.0;Linfoma não-Hodgkin, pequenas células clivadas, folicular;;;
C82.1;Linfoma não-Hodgkin, misto, de pequenas e grandes células clivadas, folicular;;;
C82.2;Linfoma não-Hodgkin, grandes células, folicular;;;
C82.7;Outros tipos de linfoma não-Hodgkin, folicular;;;
C82.9;Linfoma não-Hodgkin, folicular, não especificado;;;
C83;Linfoma não-Hodgkin difuso;;;
C83.0;Linfoma não-Hodgkin difuso, pequenas células (difuso);;;
C83.1;Linfoma não-Hodgkin difuso, pequenas células clivadas (difuso);;;
C83.2;Linfoma não-Hodgkin difuso, misto, de pequenas e grandes células (difuso);;;
C83.3;Linfoma não-Hodgkin difuso, grandes células (difuso);;;
C83.4;Linfoma não-Hodgkin difuso, imunoblástico (difuso);;;
C83.5;Linfoma não-Hodgkin difuso, linfoblástico (difuso);;;
C83.6;Linfoma não-Hodgkin difuso, indiferenciado (difuso);;;
C83.7;Tumor de Burkitt;;;
C83.8;Outros tipos de linfoma não-Hodgkin difuso;;;
C83.9;Linfoma não-Hodgkin difuso, não especificado;;;
C84;Linfomas de células T cutâneas e periféricas;;;
C84.0;Micose fungóide;;;
C84.1;Doença de Sézary;;;
C84.2;Linfoma da zona T;;;
C84.3;Linfoma linfoepitelióide;;;
C84.4;Linfoma de células T, periférico;;;
C84.5;Outros linfomas de células T e os não especificados;;;
C85;Linfoma não-Hodgkin de outros tipos e de tipo não especificado;;;
C85.0;Linfossarcoma;;;
C85.1;Linfoma de células B, não especificado;;;
C85.7;Outros tipos especificados de linfoma não-Hodgkin;;;
C85.9;Linfoma não-Hodgkin de tipo não especificado;;;
C88;Doenças imunoproliferativas malignas;;;
C88.0;Macroglobulinemia de Waldenström;;;
